source_mat_id_orig,source_mat_id,sea_surf_temp_method,sea_surf_temp,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON_UMF_So_250604_micro_2,,"CTD-sond SBE 911, 1 m depth",8.713,8.04,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2038,6.9,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_250604_micro_3,,"CTD-sond SBE 911, 1 m depth",8.713,8.04,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2039,6.9,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_250604_micro_4,,"CTD-sond SBE 911, 1 m depth",8.713,8.04,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2040,6.9,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_250604_micro_blank,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_250901_micro_1,,"CTD-sond SBE 911, 1 m depth",13.803,8.13,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2042,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_250901_micro_2,,"CTD-sond SBE 911, 1 m depth",13.803,8.13,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2043,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_250901_micro_3,,"CTD-sond SBE 911, 1 m depth",13.803,8.13,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2044,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_250901_micro_4,,"CTD-sond SBE 911, 1 m depth",13.803,8.13,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2045,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_250901_micro_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_meio_1,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2047,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_meio_2,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2048,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_meio_3,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2049,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_meio_4,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2050,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_meio_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_micro_1,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2052,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_micro_2,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2053,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_micro_3,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2054,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_micro_4,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2055,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_micro_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_macro_1,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2057,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_macro_2,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2058,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_macro_3,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2059,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_macro_4,,"CTD-sond SBE 911, 1 m depth",7.298,7.82,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2060,5,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251021_macro_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251209_micro_1,,"CTD-sond SBE 911, 1 m depth",,,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2052,2.7,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251209_micro_2,,"CTD-sond SBE 911, 1 m depth",,,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2053,2.7,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251209_micro_3,,"CTD-sond SBE 911, 1 m depth",,,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2054,2.7,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251209_micro_4,,"CTD-sond SBE 911, 1 m depth",,,HELCOM Combine Manual for Marine Monitoring (2017)/SS-EN ISO 10523:2055,2.7,"ama-digit ad 15th, Amarell GmbH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_UMF_So_251209_micro_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
